ID|Document_Name|Segment|I_HDR|I_CD|I_HWB|I_PYD|I_AG|I_NR|P_Beef|P_Crops & Soils|P_Dairy|P_Discovery Farms|P_Farm Management|P_Horticulture|P_Swine|P_Org Lead Development|P_Local Government Education|P_Community Food Systems|P_Community Economic Dev|P_WGNHS|P_Upham Woods|P_Land & Water Program|P_Lake Superior NERR|P_Parenting / Family Engagement|P_Aging / Lifespan|P_Financial Capability|P_Behavioral Health|P_HEAL|P_CYD|P_WI 4-H
248|shut down Map Sales at WGNHS by end of 2019|The WGNHS Management Team has decided to close Map Sales at the end of 2019|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
249|Farm Business Managment and Government Policies related to prod|An overview of Rock County Agriculture: As of the 2012 USDA Census of Agriculture Rock County had over 353,700 acres dedicated to crop production with a market value of products sold exceeding $274,420,000 making Agriculture the leading industry in the county. Agriculture production of soybeans ranked highest in the state, corn production ranked 2nd in the state and overall value of agriculture products ranked 14th. Rock County also ranked 1st in pheasant production and 5th in Sheep production1. Having a large urban population as well as a very productive and diverse agriculture sector creates unique programming opportunities for both agriculture production and agriculture literacy. Situation Statement: There are over 1,500 farms in Rock County with a production level ranking 4th in the state for value of crops grown equaling a market value of $165,875,000 according to the 2012 USDA Agriculture Census data1. The large amount of production agriculture coupled with an increase in the cost of agriculture inputs equals a need for educational programs aimed at utilizing inputs for efficient returns in a way that offers long term sustainability. Additionally commodity markets are at a 10 year low and forecasted to remain stagnant to lower. The average market price for corn in 2015 was $3.70/bu. compared with $4.46/bu. In 2014 and $6.89/bu. In 20132. The decreased profit margins for crop producers is creating a need for programing focused on efficient and profitable production practices. This programing will be accomplished in part by utilizing the Rock County Research Farm to conduct relevant field based research trails in collaboration with state specialist and area agriculture producers aimed at increasing the efficiency of agriculture production in Rock County. Additional programing will be conducted aimed at increasing marketing knowledge and economic tools as decision factors in farm management. Initial needs assessments completed by Rock County Farmers indicate the desire for additional programing in the areas of Crop Production and Soil Health further indicating the need for local programing in these areas. Programing in efficient crop production practices as well as soil health and integrated pest management will provide education aimed at successful and sustainable grain enterprises. These programing efforts closely align with the goals of the Agriculture Natural Resources Education (ANRE) Crops Team which is focused on the economic and environmental sustainability of individual cash grain enterprises. Field based research projects in the areas of Corn Production, Soybean Production, Weed and Pest Management, Cover / Companion Crops, as well as Soil Health will be conducted at the Rock County Farm. 1 Data Referenced from 2012 USDA National Agricultural Statistics Service Census of Agriculture County Profile found at www.agcensus.usda.gov2 Data Referenced from USDA Economic Research Service Feed Grains: Yearbook Tables, U.S. Acreage, Production, Yield and Farm Price found at http://ers.usda.gov/data-products/feed-grains-database/feed-grains-yearbook-tables.aspx#26766|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
250|Implemntation of efficient, profitable, and sustainable crop pr|An overview of Rock County Agriculture: As of the 2012 USDA Census of Agriculture Rock County had over 353,700 acres dedicated to crop production with a market value of products sold exceeding $274,420,000 making Agriculture the leading industry in the county. Agriculture production of soybeans ranked highest in the state, corn production ranked 2nd in the state and overall value of agriculture products ranked 14th. Rock County also ranked 1st in pheasant production and 5th in Sheep production1. Having a large urban population as well as a very productive and diverse agriculture sector creates unique programming opportunities for both agriculture production and agriculture literacy. Situation Statement: There are over 1,500 farms in Rock County with a production level ranking 4th in the state for value of crops grown equaling a market value of $165,875,000 according to the 2012 USDA Agriculture Census data1. The large amount of production agriculture coupled with an increase in the cost of agriculture inputs equals a need for educational programs aimed at utilizing inputs for efficient returns in a way that offers long term sustainability. Additionally commodity markets are at a 10 year low and forecasted to remain stagnant to lower. The average market price for corn in 2015 was $3.70/bu. compared with $4.46/bu. In 2014 and $6.89/bu. In 20132. The decreased profit margins for crop producers is creating a need for programing focused on efficient and profitable production practices. This programing will be accomplished in part by utilizing the Rock County Research Farm to conduct relevant field based research trails in collaboration with state specialist and area agriculture producers aimed at increasing the efficiency of agriculture production in Rock County. Additional programing will be conducted aimed at increasing marketing knowledge and economic tools as decision factors in farm management. Initial needs assessments completed by Rock County Farmers indicate the desire for additional programing in the areas of Crop Production and Soil Health further indicating the need for local programing in these areas. Programing in efficient crop production practices as well as soil health and integrated pest management will provide education aimed at successful and sustainable grain enterprises. These programing efforts closely align with the goals of the Agriculture Natural Resources Education (ANRE) Crops Team which is focused on the economic and environmental sustainability of individual cash grain enterprises. Field based research projects in the areas of Corn Production, Soybean Production, Weed and Pest Management, Cover / Companion Crops, as well as Soil Health will be conducted at the Rock County Farm. 1 Data Referenced from 2012 USDA National Agricultural Statistics Service Census of Agriculture County Profile found at www.agcensus.usda.gov2 Data Referenced from USDA Economic Research Service Feed Grains: Yearbook Tables, U.S. Acreage, Production, Yield and Farm Price found at http://ers.usda.gov/data-products/feed-grains-database/feed-grains-yearbook-tables.aspx#26766|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
251|Developing Individual Leadership Capacity|The Ashland County population consists of 20% of its population over age 65 (US Census, estimate, 2017); the median age is almost 42 years old. Most of the local elected officials are over the age of 50; during election years, many of these seats are uncontested, indicating a lack of people willing or able to run for office. The Ashland County Board recommended that the Ashland County Extension community development educator focus on programming that helps build leadership capacity in the county.|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
252|2019 Menominee Family Financial Management|Other Menominee statistics are unsettling, 31.7% of residents live below poverty level (compared to 12.4% for Wisconsin 2010 Census data), highest number of children living in poverty (51% per 2017 County Health Rankings), high unemployment rate (9.9% per 2017 County Health Rankings), highest number of single parent households (61% per 2017 County Rankings data), and 78% of children eligible for free lunch (Applied Population Lab, 2014 County Data). According to the 2014 County Health Rankings, Menominee County has a median household income of $33,925 compared to the state of Wisconsin's median household income of $51,063. The community, however, possesses much strength as well with strong cultural traditions and pride. Many of the current financial issues for Menominee County are present in counties across the state. In a visioning session for the Menominee County/Nation Family Living Educator position in October of 2012, Financial Management was identified as the 4th highest priority program area. Related to financial management, job and school readiness was ranked as the number one priority area and Culture and Values, relationships and respect was 2nd. Fortunately, UW-Extension Family Living Programs are well positioned to assist families in addressing some of these issues through education and coaching efforts. Financial security is the goal for many Americans, including Menominee County residents. Financial security is defined as an individual's or family's ability to meet short-term needs and to prepare for the future. The path to financial security requires accessible and accurate information, as well as financial competency in earning, spending, saving, borrowing, and protecting. The long run objective of financial security begins with establishing financial stability, or the ability to make ends meet. Menominee County/Nation families would benefit from an increased ability to manage cash and credit so they can make ends meet, and also begin to set aside resources for emergencies and to reach future goals. UW-Extension Family Living Programs can offer financial education and information right in the community with no cost and give them resources to move forward from some of the crippling statistics that the Menominee County and Nation face.|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
253|Nutrition education for racially and ethnically diverse audienc|According to University of Wisconsin-Madison's Applied Population Laboratory, Wisconsin's demographic trends point to an increasingly older population with greater racial and ethnic diversity than in any previous US Census. Most of the aging population is a part of WIsconsin's population of non-Hispanic Whites, which accounts for 83% of the State, with the biggest age group being in the 45-64 age range. The senior population of Wisconsin is 94.5% non-Hispanic White. People of color and people who identify as multiracial have a younger age structure. People who identify as Asian makeup 2% of the population, with young adults aged 15-29 being up the largest proportion of the demographic. The African-American (6%) and American Indian (1%) populations have large groups of 15-19 year olds. The largest age group for people who identified as Hispanic (5.9%) or multiracial (1.9%) are children in the 0 - 4 year age group, with 5 - 9 year olds being the second largest age group.Wisconsin's poverty rate is also expected to increase, with much of the social and economic disparities associated with poverty disproportionately affecting communities of color. The US Census Bureau defines poverty areas as census tracts with at least 20% of its residents at or below the federal poverty line. Research asserts that the well-being of individuals and families living in areas with concentrated poverty, which often have high crime rates, poor schools, and fewer job opportunities, is compromised. Residents living in high poverty areas are often underserved and excluded from mainstream social and economic opportunities and have worse health outcomes. Identifying underserved communities, building relationships with, and increasing access to healthy lifestyle choices at the individual, community, and policy levels provides greater opportunity for communities to engage in activities that promote positive health outcomes. Learning environments that are reflective of learners' culture, including ways of knowing, world views, and learning preferences, are proven to be more effective than those that do not. As a SNAP-ed and EFNEP funded program, FoodWIse is federally mandated to provide nutrition education to individuals with limited resources. The purpose of my position is to assist our colleagues to provide culturally responsive nutrition education. My focus until April 30 will be to review and develop plans for implementing materials that are intended to be used with learners who have identities originating in Southeast Asian, Native American, Black or African American cultures.|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
254|Financial Education Plan of Work 2019|The long run objective of financial security begins with establishing financial stability, or the ability to make ends meet. For many families and individuals, just one shift in the flow of financial resources can be detrimental to financial stability and if persistent, will affect financial security. Access to financial education and information is still limited for many households. As seminars provided by financial services are not affordable for low0 to moderate-income families and individuals. There is a shortage of objective financial education on cash and credit management and risk management. The current need for financial supports in the state evidenced by the 2015 FINRA Financial Capability Survey, which collected data from people in each state to measure financial behaviors, attitudes and knowledge. 53% answered 3 or fewer questions out of 5 on a financial literacy quiz; 47% find it very/somewhat difficult to cover expenses and pay bills; 51% do not have 3-month emergency savings and 28% pay the minimum due on credit cards.Through use of the Financial Security Survey tool with Fond du Lac County Employees and the FDL Co. Wellness Coordinator in 2016, there is a parallel with the 2015 FINRA Financial Capability Survey as the Fond du Lac Wellness Coordinator reported the two highest needs identified were the inability to save for emergencies, as individuals reported the concern of living paycheck to paycheck. Fond du Lac County has a population of 101,968 residents, with the median age of 41 years. Ninety five percent of the county are Caucasian, with 2% Black or African American and almost 2 % Asian with one percent from some other race. Hispanic population is 4.9% of the 101,968 county population. Median household income is $56,376 and from Census, there are 41,029 households with income and benefits in the county. In comparing the median household income and the number of households with income, there are 18,013 households who earn under $ 49,999 - under the median income or 44%. There are 4,114 families with SNAP benefits in the past 12 months- 10% of households. (https://factfinder.census.gov/faces/nav/jsf/pages/community_facts.xhtml# )In 2017, United Way Asset Limited, Income Constrained, Employed (ALICE) survey was released. ALICE provides a framework, language and tools to measure and understand the struggles of the growing households in Fond du Lac County who do not earn enough to afford basic necessities. (https://www.fdlunitedway.org/sites/fdlunitedway.oneeach.org/files/fdl%20snapshot.pdf ) The ALICE report for Fond du Lac County noted based upon 41,938 households, 22% of the households earned more than the Federal Poverty Level, but less than the basic cost of living for Fond du Lac County (the ALICE threshold) Combined, the number of poverty and ALICE households equals the total population struggling to afford basic needs, this number is 33% of the households in Fond du Lac County. Inability to make ends meet financially affects the family beyond the pocketbook as it affects relationships within the family and community due to tough choices are made that affect the family and its members. These choices whether financial or not have long-term consequences for families and communities, which is indicative of future success for all involved.Wisconsin renters currently represent one third of all households in the state. In Fond du Lac County, 28%of occupied housing units are renter occupied. The rental housing market continues to experience strong demand. A record 43.3 million households were renters in 2016, representing a 26.5% increase since 2006 (U.S. Census Bureau, 2017b). Meanwhile, the homeownership rate dropped from 68.8% to 63.4%. As a result of the increased demand for rental housing, the rental vacancy rate in the U.S. declined from 9.8% in the4th quarter of 2006 to 6.9% in the 4th quarter of 2016 (U.S. Census Bureau,2017b). The Consumer Price Index (CPI) for the rental cost of a primary residence rose 31.9% over those ten years, which was higher than overall inflation of 19.1% (U.S. Bureau of Labor Statistics, 2017a).Household income has not kept up with the rising cost of rental housing. From the housing crisis of 2007 to 2015, the median gross rent for a rental home in the U.S. increased by 6%, after adjusting for overall inflation, while the median income for renter households rose by just 1% and median income for all households declined by 4% (U.S. Census Bureau, 2017a).Demand for rental housing will likely continue to rise. Researchers at the Joint Center for Housing Studies at Harvard predict additional4.7 million-renter households by 2025 from household growth, even if homeownership rates stabilize (Spader, McCue, & Herbert, 2016). They project far more additional renter households if homeownership continues to decline. Source: Out of Reach 2017, National Low Income Housing Coalition. In Fond du Lac County, 11,613 occupied rental units paying rent were shown to range from less than $500/month to over $3,00 per month with a median rent price falling in at $709 .00 per month (Fact finder Census Gov., 2016). The largest monthly expense families have related to housing costs. Over 33% of FDL renting units have more than 35% of Gross Rent as Percentage of Household Income (GRAPICredit is increasingly important for many areas of life: your ability to get a loan, how much you pay for credit and insurance, securing a job, renting a house or apartment, and preventing identity theft. It is up to individuals to make sure information in their reports is accurate and up-to-date, yet only 1-in-3 Wisconsin adults obtain a copy of their credit report each year - the 6th lowest rate of all states. Many people pay for credit monitoring, which is costly and usually unnecessary.Family financial security programming will help people to improve their financial management capability. This will enhance the financial security which of families in the state, which will benefit communities by boosting economic stability to a foundation for economic growth.|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
255|updating website pages for staff and programs|Staff pages need updated projects listed and those are in https://arcg.is/1aCrXG. New staff needs support for samples management program.|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
256|Conducting a Needs Assessment|What's Going On Working to complete community needs assessments in both Columbia and Sauk counties, it is emerging that family dynamics within and across generations is a sociocultural hurdle within communities. Raising children, achieving adulthood, maturing successfully, aging with good health and moving through life with competence and confidence are key areas of struggle for most individuals consistently. What was developmentally true or expected of individuals in previous generations is not necessarily developmentally true of generations today. Extension programming will serve to help individuals to bridge this gap by providing educational programming that is timely, accessible, and up to date. Who Cares and Has a Stake The statewide situational statement conducted across the 72 counties in 2018 found 18 points of common challenge in 5 key themes around the state. Within each of these themes a human relationship-based solution has potential. If the interactions or, relationships, between people or groups of people could overcome these challenges then quality of life for all community members could potentially improve. State and local partners have a joint investment in solving these challenges to improve quality of life across Wisconsin for all residents. As a Columbia & Sauk County Extension educator I will participate in and facilitate the building of coalitions locally to problem solve individual and group challenges to human relationships in daily community life. How was this Identified Nationally, the social and cultural issues we face in Wisconsin are evident across our country. The World Health Organization (WHO)'s action plan through 2020 has amongst its four primary goals to, 1) implement strategies for promotion and prevention in mental health, and 2) to strengthen information systems, evidence and research for mental health. As an Extension educator I can support these national goals through outreach with key community partners to advocate for developmental needs of all residents across the human life span, to keep the integration of ACES/ Trauma Informed programming central to the work undertaken, and to help guide the use of resources effectively and efficiently so that the needs are directed at the right issues at the right time.|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
257|Horticulture for Jail Inmates: Gaining Ground Gardens (2019)|Marathon County has an estimated population of 135,732. The Marathon County Jail was reported to be 70% over capacity with most of those convicted due to drugs or drug related activities. Currently, occupant overage is vetted to other counties, which is an expensive practice. The impact on families of those incarcerated is devastating. Youth are sometimes placed in foster care or shelter homes. The extreme amount of stress associated with this for Marathon County families is immeasurable. Marathon County strives to be the healthiest, safest, and most prosperous county in the State. To this end, collaboration among community leaders, our elected County Board of Supervisors, and Marathon County employees has led to development of a 2018-2022 Strategic Plan, identifying area of focus in the coming years (http://www.co.marathon.wi.us/Portals/0/Departments/CAD/Documents/StrategicPlan_2018-2022.pdf).As a UW-Extension Horticulture Educator, my unique contribution to addressing Marathon County's Strategic Plan, thus far, has been to identify target populations where therapeutic horticulture could improve well-being. After lengthy review of the 2018-2022 plan, there are three populations on which I have been focusing my efforts: 1) jail inmates, 2) county youth, and 3) individuals in addiction recovery or those living with mental illness. For 2019, my plan of work centers mainly upon county jail inmates and community youth, although there is some overlap here with individuals in addiction recovery or those living with mental illness. Based on numerous studies conducted across the globe, it is likely that therapeutic gardens and horticulture programs will positively impact the physical, intellectual, emotional, social and spiritual well-being of individuals in these target populations (American Horticulture Therapy Association, 2018).Upon my hiring, I reached out to stakeholders across Marathon County, and specifically within the City of Wausau where our county jail is located. I provided a series of four public informational sessions to raise awareness of therapeutic horticulture as a viable treatment option for individuals across diverse populations and added two additional programs to more specifically inform Master Gardener Volunteers in Marathon and Portage Counties of our community engagement efforts. Approaches in therapeutic horticulture vary by population and programming provided in 2019 will be research-based. I continue to be told that even if we reach only ONE person through this initiative, we will have made a difference! By not engaging in this situation, UW-Extension will fail to do its part in supporting positive mental and physical health for youth and adults in Marathon County.|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
258|Learning Resources Development|"The Positive Youth Development (PYD) Institute has not had a learning resources-related position for approximately 10 years. During that time, there was limited capacity for identifying and developing high-quality learning resources beyond the scholarly work of state and county-based colleagues. It was often challenging for educators to make their work accessible to others for use, much less scale it up for broad awareness and use. Internal and external communication strategies have gone through significant changes with limited staff capacity to maintain or update them.In fact, in an interview with a youth leader from Wisconsin Leadership Council, the young person pointed to two things: a communication gap and an understanding gap in Wisconsin 4-H. While she and her club work closely with the local educator, she suggested there was a disconnect between members and information/opportunities beyond the county boundary. She went on to outline an understanding gap about basic 4-H concepts - ideas such as how to use 4HOnline effectively, what 4-H is about, and how to get involved.2These communication and connection challenges make the Institute less efficient and increases burnout among educators. Colleagues - especially those in the counties - are less able to build on the expertise and experience of others, and everyone must ""reinvent the wheel"" in identifying and/or developing resources to do their jobs effectively. In addition, an influx of new colleagues has taken place in the last year. This group, alongside more experienced colleagues, is in search of accessible lesson plans, teaching tools and curriculum. As expressed many times during the All-Program Conference (APC) in December, 2018, these educators seek consistency of approach, language, and process in many areas. This has been reinforced many times during interviews I've conducted with both new and experienced colleagues as they seek alignment of resources in well-organized digital spaces. That consistency and availability of resources - paper, digital and interactive - supports the flexibility and efficiency they need to implement their local programs with discretion and professionalism. This demand makes many learning resources needs seem urgent.Certainly, some learning resources projects, already in progress, have emerged as straightforward needs with immediate benefits. For example, updates to the 4-H Club Central website was identified as a priority by administration, and work was begun on the project last year. Since this has been a resource gap for several years, the soon-to-be-updated documents and guidance found there will be of immediate value to staff and volunteers alike. Other learning resource needs of similar value and urgency are likely to emerge.However, many other projects needs identified by PYD staff and faculty are urgent, but will take more time to prioritize and develop. Many of the more immediate needs and strategies to focus on are being identified through staff, volunteer and youth interviews. With finite capacity to address all the needs and requests that may arise, efficient, effective, flexible and responsive processes are needed to:1) Identify and vet existing high-quality learning resources that meet the needs of staff, volunteers and youth - many issue discussions during the APC brought this up; this also prevents PYD from wasting resources developing products that already exist.2) Review and prioritize project requests and proposals - allows the Institute to be strategic about where and how staff and financial resources are invested.3) Plan and develop learning resources - minimizes inefficiencies while allowing for creative and thoughtful development within PYD's niche.4) Develop a base of consistent, aligned, easy to access learning resources for staff and volunteers (both youth and adults) to begin to bridge the ""communication and understanding gap"" that has formed in Wisconsin PYD programs.The resources identified and developed through these processes must serve a wide range of audiences, including but not limited to staff, volunteers, youth and others; people in rural and urban settings; people from a variety of affinity groups - racial, ethnic, religious, gender and sexuality, ability, and more; people with varying interests - 4-H (clubs, projects, and more) and community youth development (civic engagement, workforce development, youth-adult partnerships, health, and more); and as described earlier, both new and experienced colleagues. Emily Style wrote that ""no student acquires knowledge in the abstract; learning is always personal. Furthermore, learning never takes place in a vacuum; it is always contextual.""2 In her article, ""Curriculum as Window and Mirror,"" she goes on to describe how children (and all of us) must be able to both see ourselves and our experience mirrored in curriculum and to see through a ""window"" into another experience. In that way, learners' experiences are both validated and expanded upon. Achieving diverse perspectives in learning resources is a crucial element of each of the processes briefly outlined above; learning resources identification and development must support the vision and goals of our Institute, Department and broader institution to break down barriers and make PYD programs - both 4-H and community youth development - welcoming and inclusive of all while addressing specific needs of the audience(s). As a high priority, the processes described above will incorporate structures to help ensure use and development of inclusive learning resources.References:Adams, Holly (2019). Personal phone conversation on February 7, 2019.Style, Emily (1996). ""Curriculum as Window and Mirror."" Social Science Record. First published in Listening for All Voices, Oak Knoll School monograph, Summit, NJ, 1988. Retrieved from http://www.nationalseedproject.org/images/documents/Curriculum_As_Window_and_Mirror.pdf."|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1
259|Leadership Development in Rural Communities |Rural counties are facing changing demographics that impact local organizations to attract and retain new leaders within their organizations. In early 2018. Juneau County passed a milestone, per the UW Population lab, that over 20% of our population is now over 65 years of age. In doing a profile of our leaders in many of our local organizations, many fit into the new demographic mentioned above. Many local organizations have inquired about succession planning, how do they get new people involve and new ideas/energy, , and how do we develop new leadership for the area to draw from?|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
260|Scout and Youth Coordinator|Children and youth nature connections are lacking in modern urban areas; area youth groups contact Wehr Nature Center for assistance in earning Girl Scout, Cub Scout and other youth group achievements and connections with the natural history of southeast Wisconsin.Urban and suburban youth leaders often do not have background knowledge or skills related to survival and camping outdoors.These programs provide both youth and their leaders with an enrichment of knowledge and experiences in Milwaukee County Parks. Programs provide environmental education to youth of Metro Milwaukee and surrounding urban/suburban areas with enhanced understanding of our rich natural resources, how to enjoy and care for them.|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
261|Summer Library Program 2019|Each year, Public Library Development (PLD) coordinates a summer reading program on behalf of Wisconsin's public libraries. PLD supports Wisconsin's membership to the Collaborative Summer Library Program (CSLP) and the ability to purchase programs, drop-in activities, and other special events that are common in a summer library program. These programs are expected to promote accessible and exceptional public library experiences for children and families. Wehr Nature Center's Outreach program has been part of this collaboration for over 20 years providing a natural sciences connection to the summer reading theme. The 2019 theme is Space and the slogan is A Universe of Stories celebrating the 50th anniversary of the Apollo Moon Landing.|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
262| A Common Vision for Oneida County (2019)|The initial evidence for a common vision came in a visioning session and a survey conducted in April 2015. Results were part of this job description. The six priority work areas are:1. Common vision2. Community and Organization Capacity Building and Leadership Development 3. Broadband Development4. Natural Resources and Recreational Trail Development5. Economic Development6. Attract and Retain Young PeopleTo move forward together, residents must share a vision within and among geographic areas of the county, and with like-minded community organizations. I ordered the priorities to reflect the developmental order. A shared vision establishes the context and sets direction for the other identified priorities Shortly after I arrived county supervisors, community organization members, not-for-profit organization leaders, and business people mentioned the lack of a common vision is a fundamental problem in the county. I observed groups had problems making decisions for lack of a common vision. For example, the City of Rhinelander Parks, Buildings and Grounds committee was unable to set priorities when user groups made opposing proposals for development in Pioneer Park.|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
263|Dairy and beef animal health, well-being and quality assurance |The demographics of the farmers I program with continues to change. The number of active dairy farms is decreasing, while those remaining are either increasing their herd size or diversifying. Farm stress is elevated in Wisconsin and in Taylor County. Due to the current oversupply of milk, dairy processors have stopped accepting milk from Grade B farms and have discontinued accepting milk from some Grade A farms. Prices paid to farmers for milk, meat, corn and other commodities are flat and below their costs of production. Dairy farmers are either looking to exit or to add other enterprises, including cross- breeding their cattle to beef to capture higher prices for marketing beef feeder calves. Some dairy farms are also considering feeding dairy or dairy- beef cattle for the finished beef market.Consumers increasingly demand assurances that farmers provide good care of animals and the beef or milk provided to them is safe and healthy to consume. The National 2017 Beef Quality Assurance (BQA) Audit of beef processing facilities identified fresh bruises on cattle arriving at facilities. This indicates the need for cattle transportation training and education about cattle handling and welfare. Beginning January 1, 2020 all transporters of cattle arriving at major processing plants must show a certificate of BQA-Transportation training. As of January 1, 2019, Tyson and other processing plants will only purchase cattle from farms that are BQA certified.My Extension experience and professional knowledge as a veterinarian enable me to self-identify my faculty area of focus as dairy and beef animal health, well-being and quality assurance. My programming is aided by my involvement as a state BQA Coordinator, and my involvement with the Extension Dairy and Livestock Teams and the animal well-being workgroup.|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
264|Expanding Capacity for Renewable Energy Infrastructure, Sustain|Organizations and local governments in Ashland County, two tribal nations, and the Chequamegon Bay area have been working steadily over the last five to seven years to increase the number of private homes, businesses, and local governments that get their power from renewable sources. Solar photovoltaic (PV) panels on homes, farms, and infrastructure is the most common form of renewable energy being developed due to the diligent work of a regional nonprofit group called Cheq Bay Renewables. The former Ashland County Extension Community Development Educator also had a lead role in partnering with this group and others including Bad River Band of Lake Superior Chippewa, as well as Ashland County administration to meet the region's Energy Independent Community goal of generating 25% of energy locally from renewable source by 2025 (advance regional goals that increase the kilowatts of electricity produced by solar power). (Goals 1 and 2)The region has a 15-year history of developing and implementing a wide variety of initiatives that increase sustainable lifeways such as developing food security with local agriculture, water use practices, waste reuse and reduction, rural transport systems, and other efforts. (Goal 3)Both Ashland and Bayfield counties and the Bad River and Red Cliff tribes have developed natural disaster mitigation plans to reduce or eliminate impacts that occur as a result of natural disasters that may or not be caused by climate change. All planning partners in these four plans have expressed a need for help reaching goals and objectives, as well as help with outreach and information campaigns. Several of the mitigation goals can be accomplished through educational programs through Extension and related partners. For example, there's a goal in the Ashland County Mitigation Plan, recently adopted by the County Board, to conduct outreach about human health impacts caused by increasing temperatures and extreme weather events. (Goal 4)|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
265|Soil Health Nexus|During the past century, the focus on maximizing agricultural production and profitability has centered on technological innovations - improving genetics for disease and insect resistance, herbicide-tolerance, drought and heat tolerance, and higher yields. Traditional yet important agricultural methods, such as building and caring for soil, have gotten less attention. For some farmers, this trend has reduced their long-term sustainability by exacerbating problems such as herbicide resistance, erosion/nutrient runoff, and yield losses from drought and flooding. Soil health improvement can help meet surface and ground water quality goals, reduce soil erosion, and mitigate the impacts of climate change.Recently, farmers, agribusiness, government agencies, and non-profits have begun to recognize the value of soil health and the ecosystem services it can enhance. Implementing a soil health system in the production of food, fiber, and fuel can dramatically impact not only air and water quality, but improve farm economic sustainability and quality of life in rural areas. Investment in research and extension soil health efforts vary widely from state to state, resulting in a wide variation in expertise and support available to farmers and agronomists in the Midwest region. Research has shown that the information agricultural advisors in the public and private sectors are using frequently originates with land-grant universities and extension. With the strong renewed interest in soil health science and practice, it is critical that extension specialists and educators are ready to provide the best science and the best advice for farmers, farm advisors, and the agriculture and food industries.The Soil Health Nexus, an extension-led soil health network, was formed to increasing access to research-based soil health knowledge, extension and resources to extension professionals across the North Central Region, and the audiences they engage. The North Central Region Water Network provides funding support, strategic guidance, communication support, and evaluation support for the Soil Health Nexus, with Rebecca Power, Anne Nardi, and Amber Mase providing primary support.|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
